

🎈新年快乐🎈,#genre#
四川卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225768/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225791/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226202/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
江西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225764/index.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
山西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
山东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226209/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
贵州卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
云南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225751/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
海南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
海南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
宁夏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225748/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,https://hls.gstv.com.cn/49048r/6e1sy2.m3u8
甘肃卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225754/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
陕西卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225821/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
吉林卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225792/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
辽宁卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226201/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
新疆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225747/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
西藏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
内蒙古卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225786/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
黑龙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226215/index.m3u8
📡央视📡,#genre# 
                    


CCTV1,http://221.205.187.233:8005/rtp/226.0.2.153:9136
CCTV2,http://221.205.187.233:8005/rtp/226.0.2.154:9144
CCTV3,http://221.205.187.233:8005/rtp/226.0.2.208:9576
CCTV4,http://221.205.187.233:8005/rtp/226.0.2.156:9160
CCTV5,http://221.205.187.233:8005/rtp/226.0.2.209:9584
CCTV6,http://221.205.187.233:8005/rtp/226.0.2.210:9592
CCTV7,http://221.205.187.233:8005/rtp/226.0.2.159:9184
CCTV8,http://221.205.187.233:8005/rtp/226.0.2.211:9600
CCTV9,http://221.205.187.233:8005/rtp/226.0.2.161:9200
CCTV10,http://221.205.187.233:8005/rtp/226.0.2.162:9208
CCTV11,http://221.205.187.233:8005/rtp/226.0.2.28:8136
CCTV12,http://221.205.187.233:8005/rtp/226.0.2.164:9224
CCTV13,http://221.205.187.233:8005/rtp/226.0.2.165:9232
CCTV14,http://221.205.187.233:8005/rtp/226.0.2.166:9240
CCTV16,http://221.205.187.233:8005/rtp/226.0.2.169:9264
CCTV17,http://221.205.187.233:8005/rtp/226.0.2.170:9272

CCTV1,http://61.134.255.131:8082/rtp/226.0.2.153:9136
CCTV2,http://61.134.255.131:8082/rtp/226.0.2.154:9144
CCTV3,http://61.134.255.131:8082/rtp/226.0.2.208:9576
CCTV4,http://61.134.255.131:8082/rtp/226.0.2.156:9160
CCTV5,http://61.134.255.131:8082/rtp/226.0.2.209:9584
CCTV6,http://61.134.255.131:8082/rtp/226.0.2.210:9592
CCTV7,http://61.134.255.131:8082/rtp/226.0.2.159:9184
CCTV8,http://61.134.255.131:8082/rtp/226.0.2.211:9600
CCTV9,http://61.134.255.131:8082/rtp/226.0.2.161:9200
CCTV10,http://61.134.255.131:8082/rtp/226.0.2.162:9208
CCTV12,http://61.134.255.131:8082/rtp/226.0.2.164:9224
CCTV13,http://61.134.255.131:8082/rtp/226.0.2.165:9232
CCTV14,http://61.134.255.131:8082/rtp/226.0.2.166:9240
CCTV16,http://61.134.255.131:8082/rtp/226.0.2.169:9264
CCTV17,http://61.134.255.131:8082/rtp/226.0.2.170:9272






📡卫视📡,#genre#  /河北石家庄组播源
湖南卫视,http://61.134.255.131:8082/rtp/226.0.2.143:9056
浙江卫视,http://61.134.255.131:8082/rtp/226.0.2.144:9064
安徽卫视,http://61.134.255.131:8082/rtp/226.0.2.145:9072
广东卫视,http://61.134.255.131:8082/rtp/226.0.2.146:9080
深圳卫视,http://61.134.255.131:8082/rtp/226.0.2.147:9088
天津卫视,http://61.134.255.131:8082/rtp/226.0.2.148:9096
山东卫视,http://61.134.255.131:8082/rtp/226.0.2.149:9104
湖北卫视,http://61.134.255.131:8082/rtp/226.0.2.150:9112
黑龙江卫视,http://61.134.255.131:8082/rtp/226.0.2.151:9120
山西卫视,http://61.134.255.131:8082/rtp/226.0.2.152:9128

辽宁卫视,http://61.134.255.131:8082/rtp/226.0.2.173:9296
重庆卫视,http://61.134.255.131:8082/rtp/226.0.2.174:9304
东方卫视,http://61.134.255.131:8082/rtp/226.0.2.175:9312
江苏卫视,http://61.134.255.131:8082/rtp/226.0.2.176:9320
北京卫视,http://61.134.255.131:8082/rtp/226.0.2.177:9328
河北卫视,http://tv.pull.hebtv.com/jishi/weishipindao.flv?t=2510710360&k=689e494c226aa7038632a897aa3dbd27
河北卫视,http://61.134.255.131:8082/rtp/226.0.2.178:9336
四川卫视,http://61.134.255.131:8082/rtp/226.0.2.179:9344
贵州卫视,http://61.134.255.131:8082/rtp/226.0.2.180:9352
湖南卫视,http://61.134.255.131:8082/rtp/226.0.2.33:8176
东方卫视,http://61.134.255.131:8082/rtp/226.0.2.34:8184
辽宁卫视,http://61.134.255.131:8082/rtp/226.0.2.35:8192
浙江卫视,http://61.134.255.131:8082/rtp/226.0.2.36:8200
安徽卫视,http://61.134.255.131:8082/rtp/226.0.2.37:8208
江苏卫视,http://61.134.255.131:8082/rtp/226.0.2.38:8216
北京卫视,http://61.134.255.131:8082/rtp/226.0.2.39:8224
东南卫视,http://61.134.255.131:8082/rtp/226.0.2.40:8232
金鹰卡通,http://61.134.255.131:8082/rtp/226.0.2.41:8240
四川卫视,http://61.134.255.131:8082/rtp/226.0.2.42:8248
贵州卫视,http://61.134.255.131:8082/rtp/226.0.2.43:8256
哈哈炫动,http://61.134.255.131:8082/rtp/226.0.2.44:8264
广东卫视,http://61.134.255.131:8082/rtp/226.0.2.45:8272
广西卫视,http://61.134.255.131:8082/rtp/226.0.2.46:8280
深圳卫视,http://61.134.255.131:8082/rtp/226.0.2.47:8288
黑龙江卫视,http://61.134.255.131:8082/rtp/226.0.2.48:8296
湖北卫视,http://61.134.255.131:8082/rtp/226.0.2.49:8304
重庆卫视,http://61.134.255.131:8082/rtp/226.0.2.50:8312
山东卫视,http://61.134.255.131:8082/rtp/226.0.2.51:8320
河南卫视,http://61.134.255.131:8082/rtp/226.0.2.52:8328
陕西卫视,http://61.134.255.131:8082/rtp/226.0.2.53:8336
江西卫视,http://61.134.255.131:8082/rtp/226.0.2.54:8344
甘肃卫视,http://61.134.255.131:8082/rtp/226.0.2.55:8352
天津卫视,http://61.134.255.131:8082/rtp/226.0.2.56:8360
卡酷卡通,http://61.134.255.131:8082/rtp/226.0.2.57:8368
吉林卫视,http://61.134.255.131:8082/rtp/226.0.2.58:8376
青海卫视,http://61.134.255.131:8082/rtp/226.0.2.59:8384
云南卫视,http://61.134.255.131:8082/rtp/226.0.2.60:8392
海南卫视,http://61.134.255.131:8082/rtp/226.0.2.61:8400
兵团卫视,http://61.134.255.131:8082/rtp/226.0.2.62:8408
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880
内蒙古卫视,http://61.134.255.131:8082/rtp/226.0.2.63:8416
宁夏卫视,http://61.134.255.131:8082/rtp/226.0.2.64:8424
河北卫视,http://61.134.255.131:8082/rtp/226.0.2.65:8432
西藏卫视,http://61.134.255.131:8082/rtp/226.0.2.66:8440
新疆卫视,http://61.134.255.131:8082/rtp/226.0.2.67:8448
海南卫视,http://61.134.255.131:8082/rtp/226.0.2.212:9608

湖南卫视,http://121.29.111.73:8888/rtp/239.253.92.84:8015
浙江卫视,http://121.29.111.73:8888/rtp/239.253.92.90:8020
江苏卫视,http://121.29.111.73:8888/rtp/239.253.92.88:8018
北京卫视,http://121.29.111.73:8888/rtp/239.253.92.87:8014
东南卫视,http://121.29.111.73:8888/rtp/239.253.92.201:6146
东方卫视,http://121.29.111.73:8888/rtp/239.253.92.89:8019
天津卫视,http://121.29.111.73:8888/rtp/239.253.92.91:8021
深圳卫视,http://121.29.111.73:8888/rtp/239.253.92.86:8017
山东卫视,http://121.29.111.73:8888/rtp/239.253.92.207:8109
广东卫视,http://121.29.111.73:8888/rtp/239.253.92.206:8108
黑龙江卫视,http://121.29.111.73:8888/rtp/239.253.92.85:8016
辽宁卫视,http://121.29.111.73:8888/rtp/239.253.92.115:6056
安徽卫视,http://121.29.111.73:8888/rtp/239.253.92.209:6566
湖北卫视,http://121.29.111.73:8888/rtp/239.253.92.210:6567
四川卫视,http://121.29.111.73:8888/rtp/239.253.92.16:6043
重庆卫视,http://121.29.111.73:8888/rtp/239.253.92.10:6053
河南卫视,http://121.29.111.73:8888/rtp/239.253.92.137:6144
金鹰纪实,http://121.29.111.73:8888/rtp/239.253.92.103:6054
广西卫视,http://121.29.111.73:8888/rtp/239.253.92.76:8043
贵州卫视,http://121.29.111.73:8888/rtp/239.253.92.105:6055
江西卫视,http://121.29.111.73:8888/rtp/239.253.92.19:6145
吉林卫视,http://121.29.111.73:8888/rtp/239.253.92.202:6147
海南卫视,http://121.29.111.73:8888/rtp/239.253.93.155:6323
  


湖南卫视,http://123.113.187.204:8000/rtp/239.3.1.132:8012
东方卫视,http://123.113.187.204:8000/rtp/239.3.1.136:8032
浙江卫视,http://123.113.187.204:8000/rtp/239.3.1.137:8036
江苏卫视,http://123.113.187.204:8000/rtp/239.3.1.135:8028
深圳卫视,http://123.113.187.204:8000/rtp/239.3.1.134:8020
广东卫视,http://123.113.187.204:8000/rtp/239.3.1.142:8048
安徽卫视,http://123.113.187.204:8000/rtp/239.3.1.211:8064
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234
重庆卫视,http://123.113.187.204:8000/rtp/239.3.1.122:8160
山东卫视,http://123.113.187.204:8000/rtp/239.3.1.209:8052
黑龙江卫视,http://123.113.187.204:8000/rtp/239.3.1.133:8016
河北卫视,http://123.113.187.204:8000/rtp/239.3.1.148:8072
辽宁卫视,http://123.113.187.204:8000/rtp/239.3.1.210:8056
湖北卫视,http://123.113.187.204:8000/rtp/239.3.1.138:8044
吉林卫视,http://123.113.187.204:8000/rtp/239.3.1.240:8172
贵州卫视,http://123.113.187.204:8000/rtp/239.3.1.149:8076
东南卫视,http://123.113.187.204:8000/rtp/239.3.1.156:8148
江西卫视,http://123.113.187.204:8000/rtp/239.3.1.123:8164
海南卫视,http://123.113.187.204:8000/rtp/239.3.1.45:8304
云南卫视,http://123.113.187.204:8000/rtp/239.3.1.26:8108
兵团卫视,http://123.113.187.204:8000/rtp/239.3.1.144:4120
厦门卫视,http://123.113.187.204:8000/rtp/239.3.1.143:4120
四川卫视,http://123.113.187.204:8000/rtp/239.3.1.29:8288

宁夏卫视,http://123.113.187.204:8000/rtp/239.3.1.46:8124
山西卫视,http://123.113.187.204:8000/rtp/239.3.1.42:8172
广西卫视,http://123.113.187.204:8000/rtp/239.3.1.39:8300
新疆卫视,http://123.113.187.204:8000/rtp/239.3.1.48:8160
河南卫视,http://123.113.187.204:8000/rtp/239.3.1.27:8128
甘肃卫视,http://123.113.187.204:8000/rtp/239.3.1.49:8188
西藏卫视,http://123.113.187.204:8000/rtp/239.3.1.47:8164
三沙卫视,http://123.113.187.204:8000/rtp/239.3.1.155:4120
陕西卫视,http://123.113.187.204:8000/rtp/239.3.1.41:8140
青海卫视,http://123.113.187.204:8000/rtp/239.3.1.44:8184
内蒙古卫视,http://123.113.187.204:8000/rtp/239.3.1.43:8176


海南卫视,http://home.yulei.online:9999/udp/226.0.1.143:2071
湖南卫视,http://home.yulei.online:9999/udp/226.0.1.146:3075
浙江卫视,http://home.yulei.online:9999/udp/226.0.1.147:3076
安徽卫视,http://home.yulei.online:9999/udp/226.0.1.148:3077
广东卫视,http://home.yulei.online:9999/udp/226.0.1.149:3078
深圳卫视,http://home.yulei.online:9999/udp/226.0.1.150:3079
黑龙江卫视,http://home.yulei.online:9999/udp/226.0.1.151:3080
湖北卫视,http://home.yulei.online:9999/udp/226.0.1.152:3082
天津卫视,http://home.yulei.online:9999/udp/226.0.1.153:3083
山东卫视,http://home.yulei.online:9999/udp/226.0.1.154:3084
云南卫视,http://home.yulei.online:9999/udp/226.0.1.156:2070
辽宁卫视,http://home.yulei.online:9999/udp/226.0.1.177:3101
重庆卫视,http://home.yulei.online:9999/udp/226.0.1.178:3102
东方卫视,http://home.yulei.online:9999/udp/226.0.1.183:3106
江苏卫视,http://home.yulei.online:9999/udp/226.0.1.184:3107
北京卫视,http://home.yulei.online:9999/udp/226.0.1.185:3108
河北卫视,http://home.yulei.online:9999/udp/226.0.1.186:3109
四川卫视,http://home.yulei.online:9999/udp/226.0.1.187:3110
贵州卫视,http://home.yulei.online:9999/udp/226.0.1.188:3116
东南卫视,http://home.yulei.online:9999/udp/226.0.1.194:3119
河南卫视,http://home.yulei.online:9999/udp/226.0.1.201:2064
江西卫视,http://home.yulei.online:9999/udp/226.0.1.219:2067
吉林卫视,http://home.yulei.online:9999/udp/226.0.1.220:2068
广西卫视,http://home.yulei.online:9999/udp/226.0.1.75:2066
山西卫视,http://home.yulei.online:9999/udp/226.0.1.85:2001

安徽卫视,http://123.113.187.204:8000/rtp/239.3.1.211:8064$北京uni
北京卫视,http://123.113.187.204:8000/rtp/239.3.1.241:8000$北京uni
东方卫视,http://123.113.187.204:8000/rtp/239.3.1.136:8032$北京uni
东南卫视,http://123.113.187.204:8000/rtp/239.3.1.156:8148$北京uni
广东卫视,http://123.113.187.204:8000/rtp/239.3.1.142:8048$北京uni
贵州卫视,http://123.113.187.204:8000/rtp/239.3.1.149:8076$北京uni
黑龙江卫视,http://123.113.187.204:8000/rtp/239.3.1.133:8016$北京uni
湖北卫视,http://123.113.187.204:8000/rtp/239.3.1.138:8044$北京uni
湖南卫视,http://123.113.187.204:8000/rtp/239.3.1.132:8012$北京uni
吉林卫视,http://123.113.187.204:8000/rtp/239.3.1.240:8172$北京uni
江苏卫视,http://123.113.187.204:8000/rtp/239.3.1.135:8028$北京uni
江西卫视,http://123.113.187.204:8000/rtp/239.3.1.123:8164$北京uni
金鹰纪实,http://123.113.187.204:8000/rtp/239.3.1.58:8156$北京uni
辽宁卫视,http://123.113.187.204:8000/rtp/239.3.1.210:8056$北京uni
山东卫视,http://123.113.187.204:8000/rtp/239.3.1.209:8052$北京uni
深圳卫视,http://123.113.187.204:8000/rtp/239.3.1.134:8020$北京uni
天津卫视,http://123.113.187.204:8000/rtp/239.3.1.141:1234$北京uni
浙江卫视,http://123.113.187.204:8000/rtp/239.3.1.137:8036$北京uni
重庆卫视,http://123.113.187.204:8000/rtp/239.3.1.122:8160$北京uni




🎈星驰高清🎈,#genre#

回魂夜,https://v3.dious.cc/20220401/y9ihZG1e/index.m3u8
功夫,https://hnzy.bfvvs.com/play/lej5zYdj/index.m3u8
功夫,https://ukzy.ukubf4.com/20220407/j3bjFWpb/index.m3u8
国产凌凌漆,https://ukzy.ukubf4.com/20220330/CVILs5nr/index.m3u8
国产凌凌漆,https://jisu-xhzy.com/videos/202206/08/62a0fdd0b11cac3eba3b00e0/e260eg/index.m3u8
少林足球,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/19505/9e9796da-37f4-4912-b0b2-f41973b5c93e/SD/playlist.m3u8
少林足球,https://hnzy.bfvvs.com/play/5eVn19eE/index.m3u8
赌侠,https://jisu-xhzy.com/videos/202206/13/62a687c8fa448e30b17bb2fd/c3cb23/index.m3u8
赌侠2,https://yszy.wappt.top/api/?key=MqMVjP7KWXKRkxSmiZQQh1z8CKY0jYgtkvSj1iLcBlpuy83PjwkyWoJlug4TG8a0tzR%2BPoDDLRb2rf7SO6Z%2BPKvUY3VCHOef8e8cDTq85s9wkWlgjlbrjJWA7S%2FVCkfK2TwA4%2FwQF8HrxGomPpuVDqimUAhT4j75xo%2B%2BeIO7je8%3D.m3u8
赌侠2,https://jisu-xhzy.com/videos/202206/08/62a0d942751b443e33f43d47/4489ab/index.m3u8
赌圣,https://yszy.wappt.top/api/?key=RTihRX5ftXtNCJTyGi5zqQjxbVcdoz%2B6xb7VZeJ%2F9vE5o5hPt3Pbaui2I4uu68sqQ4p1r%2FbiUnVBVLExqLl8eb6ko%2BIXKnf1QuUFfKSOzyN9s6EbzJ%2BZx2jv4ZGv4O98XtpKCLeSdJFi6h6mK%2FjB2dFi6b%2Fs6uC5p1Fo1OhBnCA%3D.m3u8
赌圣,https://jisu-xhzy.com/videos/202209/02/6311e6a858dd415a822292f4/5dc2ea/index.m3u8
情圣,https://cache50.cdanan.xyz/jianghu/vipqiyi/695cb05bc5388a2e79baa3e4ca859e3b.m3u8
大话西游之宝盒,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/13442/2a6ca069-fd25-46cf-a732-a507c38bc501/SD/playlist.m3u8
大话西游之宝盒,https://hnzy.bfvvs.com/play/yb8qRLdv/index.m3u8
大话西游之宝盒,https://hnzy.bfvvs.com/play/Pdyr3ReQ/index.m3u8
大话西游之娶亲,https://vip.lz-cdn2.com/20220323/295_5da1424a/index.m3u8
大话西游之娶亲,https://jisu-xhzy.com/videos/202206/13/62a682b1a3799d319a021652/fbc119/index.m3u8
大话西游之娶亲,https://hnzy.bfvvs.com/play/DbDR3qel/index.m3u8
大话西游之娶亲,https://hnzy.bfvvs.com/play/Rb48MnbB/index.m3u8
九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4
九品芝麻官,https://jisu-xhzy.com/videos/202206/08/62a0fce94d69de3ed84a601e/e6460d/index.m3u8
九品芝麻官,https://jisu-xhzy.com/videos/202206/22/62b2f9bccc0dd930eda1e9bc/d1820f/index.m3u8
九品芝麻官,https://ukzy.ukubf4.com/20220407/CQI7owSE/index.m3u8
破坏之王,https://v4.cdtlas.com/20220517/bKU3OCbP/index.m3u8
破坏之王,https://jisu-xhzy.com/videos/202206/09/62a15fc1aa30e13ea172a27b/g0acc4/index.m3u8
百变星君,https://jisu-xhzy.com/videos/202206/09/62a14c26b11cac3eba3b01ba/f9g6e3/index.m3u8
百变星君,https://hnzy.bfvvs.com/play/Pdy7yEaQ/index.m3u8
百变星君,https://hnzy.bfvvs.com/play/yb8WDgav/index.m3u8
武状元苏乞儿,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/2244/8d14b20a-3ef9-4b71-aae7-b4548b9a5a06/SD/playlist.m3u8
武状元苏乞儿,https://hnzy.bfvvs.com/play/5eVJ0MeE/index.m3u8
武状元苏乞儿,https://v5.dious.cc/20220329/L61d2J07/index.m3u8
算死草,https://yszy.wappt.top/api/?key=XhkH5hg74GyFfE3qqr3IZ55aNKZLmImBKplCZqvR%2FSkEhQ2c0h5kf4G8k5QKoF2yXbEvMpfgLyxGAlWr3wYkA2pUyPe8k1F8FjK9GqtsQ3fNUV2qCdI70WXISMI9%2BBqh%2FGBB7iKscATQTG%2F1fvwNocrUfCkHi8DztY%2Blhww4GHc%3D.m3u8
算死草,https://m2.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/a0ba49ba-87b8-41b4-8ad3-50b8fc26ffd8/38061/8e12e114-dec1-4711-b536-aebf54251761/SD/playlist.m3u8
算死草,https://s2.fsvod1.com/20220308/4vSGG1Wr/index.m3u8
长江七号,https://yszy.wappt.top/api/?key=B4sTSI5sDc%2Bk3tBynFmy7m4o8zjbYLF6F8HKI6hyTPoVTz0L1PgFvQYElkgsRK1eNa3S6l4%2FcJW2kvTnVpVckCkfKUARAb5vTc7DoyZVj2mH0ny17Dx8P46qGc8pQTVc7R1s2YAmK0kouCHFojPZZ4x1FsoQnd20hdVV04OCV1c%3D.m3u8
长江七号,https://jisu-xhzy.com/videos/202206/13/62a6ad3a21a1ee30ec790bfe/529b76/index.m3u8
长江七号,https://hnzy.bfvvs.com/play/1aKrOKGe/index.m3u8
唐伯虎点秋香,https://v3.cdtlas.com/20211209/C4V6zooj/index.m3u8
唐伯虎点秋香,https://jisu-xhzy.com/videos/202206/08/62a100241e44603e920b1a93/c5gb9d/index.m3u8
唐伯虎点秋香,https://ukzy.ukubf4.com/20220407/wnsgZzX9/index.m3u8
唐伯虎点秋香,https://v3.dious.cc/20220419/fgAtfUew/index.m3u8
逃学威龙,https://cdn.zoubuting.com/20220521/wR5EhxN3/index.m3u8
逃学威龙,https://jisu-xhzy.com/videos/202206/08/62a0ee40b11cac3eba3b0087/79c9e4/index.m3u8
逃学威龙,https://hnzy.bfvvs.com/play/YerYOWdO/index.m3u8
逃学威龙2,https://alimov2.a.kwimgs.com/upic/2021/12/28/16/BMjAyMTEyMjgxNjUxMzhfNDAzMDAxOTlfNjM2ODQ1ODYxNzhfMF8z_b_Ba5bdfedb34d432e906dbc401975d5387.mp4
逃学威龙2,https://jisu-xhzy.com/videos/202206/08/62a0ddfae5d9473e8bdf2371/b32b28/index.m3u8
逃学威龙2,https://hnzy.bfvvs.com/play/Rb49MkdB/index.m3u8
逃学威龙2,https://hnzy.bfvvs.com/play/PdymLgdQ/index.m3u8
逃学威龙3,https://cdn.zoubuting.com/20220521/fFsI8h3E/index.m3u8
逃学威龙3,https://jisu-xhzy.com/videos/202206/13/62a69fb777ee5b316ca15e31/4d4573/index.m3u8
逃学威龙3,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/3285/56078636-b0e7-491b-a09f-b1ee12ea2194/SD/playlist.m3u8
逃学威龙3,https://hnzy.bfvvs.com/play/5eVZ7zeE/index.m3u8
新精武门,https://v3.cdtlas.com/20220630/6q4VBXvv/index.m3u8
新精武门,https://yszy.wappt.top/api/?key=IHAK2Nxa4I314Rg6goV1sL8HdPpQlYwaYWxK23nntRm3%2BKcjmjKGMzcxitkFijqarE71Ci7e6LZUJUN%2FNyvMrNgBKQ2I96PjB7s8i5WK6ihXCr6y%2BOt0B5A0brKNYGlnlw2ezMrDvSiXPb5WK4EWT2KBVAFSkwTD%2Fl%2FG8mO%2FLVE%3D.m3u8
新精武门,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/16473/15ac76da-4ce8-4b20-b4af-e67d1cf1347e/SD/playlist.m3u8
食神,https://cdn.zoubuting.com/20220522/06EtJbxn/index.m3u8
食神,https://ukzy.ukubf4.com/20220407/dtaM5NLB/index.m3u8
食神,https://hnzy.bfvvs.com/play/5eVNkveE/index.m3u8
鹿鼎记,https://cdn.dalv666.top/a3u8/89b7b344969f211a05c4ef9ff0d50e9c.m3u8
鹿鼎记,https://v3.dious.cc/20220329/ELzhdaDW/index.m3u8
鹿鼎记,https://hnzy.bfvvs.com/play/PdyrY6eQ/index.m3u8
鹿鼎记2之神龙教,https://cdn.zoubuting.com/20220521/NMUgIjm3/index.m3u8
鹿鼎记2之神龙教,https://hnzy.bfvvs.com/play/1aKvlxeQ/index.m3u8
鹿鼎记2之神龙教,https://ukzy.ukubf4.com/20220404/gfSdtuvX/index.m3u8
整蛊专家,https://jisu-xhzy.com/videos/202208/27/6309e008d08a1e594295c96f/f51a5c/index.m3u8
整蛊专家,https://s1.zoubuting.com/20220620/OFOUdTSD/index.m3u8
整蛊专家,https://m1.taopianplay1.com:43333/taopian/84e2601a-c8ef-41e9-815a-453247f2e518/feb7d963-714f-47a8-8094-714255671600/1847/b2bc47a1-e46e-4a23-ae26-76e7bbd40b5b/SD/playlist.m3u8
咖喱辣椒,https://jisu-xhzy.com/videos/202209/02/6311e705e3a1ea59d41aa0c8/566722/index.m3u8
咖喱辣椒,https://yszy.wappt.top/api/?key=gCZ%2F69Eir5zbnHzzwN4bMUCW9zDwpcZy3o9KucCAejKjMBCFJusV1QJdchu5xdywcIFtSdLvPYCYbKVSWIZhTLy11QfkfaK%2Fps0GgpT0%2FRE9TK4sIOdTy6U2MazrjfPkxJpei79hvc7kIxAMsAbnkgu8MGe4kkKfG3pP4hiBdLQ%3D.m3u8
